Array Configuration,User Distribution,Propagation Environment,Side-lobe Levels (SLL),SNR,Array Gain,RF Chains,Phase Shifters,Power Consumption,Algorithm Type,Excitation Spacing,Environment Condition,SNR Classification
2x16,681.8832571058391,rural,-13.415934726087677,31.992788461047724,28.903229143557937,2,9,171.52190049370617,CMA-ES-SA,0.31184304654246375,LoS,1
1x8,368.3007909294863,rural,-19.794062016342533,15.084789949552967,28.661881462197087,1,1,28.135737535193243,SA,1.337370129703858,NLoS,0
1x8,597.724183296453,suburban,-22.98841939488369,13.829652326937078,14.510062050419252,5,3,149.41292738915556,CMA-ES-SA,0.3634025629940393,NLoS,0
2x16,20.029872187465944,suburban,-11.722425424910945,31.183889752383283,22.28842596446059,7,2,151.0771912965024,SA,0.8309462342166621,NLoS,1
2x16,639.7350859454468,urban,-23.945413860155806,28.909629642769563,10.56010638944917,6,4,120.48931873133635,CMA-ES,0.8168185440763128,NLoS,1
1x8,914.1540781004744,suburban,-25.707250275657795,20.44939431945034,28.63577086102348,6,1,102.47832915223599,SA,0.9455238821815106,LoS,1
1x8,616.447733661371,urban,-16.754152775948242,8.922042183735499,20.459746163834193,6,1,71.00667426843157,CMA-ES-SA,0.5584076976052545,LoS,0
1x8,874.9616075316816,suburban,-22.750315183896454,11.452144143951575,10.86446302835558,8,4,76.77774056220663,SA,1.3229478814914415,LoS,0
4x32,726.7333249114329,suburban,-14.277371376909624,24.6868397122642,16.849999860162747,5,4,138.14235975893945,CMA-ES,0.7220221503650974,LoS,1
4x32,129.35283223965337,suburban,-27.051533128144165,16.55123713521235,11.536989237224685,7,7,22.40458533064296,SA,1.0802150102312036,LoS,0
4x32,903.4287742129833,rural,-13.62647238581696,30.094195749979136,17.858888787467198,3,8,121.13764763347886,CMA-ES-SA,0.9902752053533843,NLoS,1
2x16,75.77940591221713,rural,-22.917586800057443,33.49865027996613,23.398526843226463,9,8,62.95911656604095,CMA-ES-SA,0.26401851636758455,LoS,1
4x32,538.6277978222861,urban,-29.993926639137182,29.16910775824755,19.397798160828792,3,8,98.65512326934908,CMA-ES,0.9716950937836559,NLoS,1
2x16,150.7157525555231,suburban,-26.82659855814559,16.326362689866713,17.674443494389088,6,9,116.20612750553772,CMA-ES,0.8709837491735343,NLoS,0
2x16,21.589544623595025,urban,-6.659615554122649,28.660592876942722,12.383140910809296,3,1,178.27527529052293,SA,1.3580456885582683,LoS,1
4x32,427.8139175263626,suburban,-8.316134022116053,15.543250204120504,14.898780913873127,1,9,120.02422878314741,CMA-ES,1.3332272910788647,LoS,0
2x16,302.0903005776147,rural,-24.15977419909408,10.013002632969016,12.002865754767022,1,8,53.160318611413615,CMA-ES-SA,0.3113367023763049,NLoS,0
4x32,491.140488859627,rural,-10.540702386362721,6.001796145975722,26.149974633133215,3,1,25.097296102751635,SA,0.21435920382125073,NLoS,0
4x32,581.4278878672053,suburban,-14.785710170650644,16.5715013828306,12.70479655969445,4,7,129.1277959222846,SA,0.5124291068952163,NLoS,0
1x8,53.301681585857885,suburban,-5.727382213753263,32.10677911091845,21.90746733097787,2,9,113.55919530671643,SA,1.4812579993580324,NLoS,1
4x32,131.77326217250817,rural,-20.659858511648522,12.169597632670294,16.854808271776918,9,4,137.64160034945178,SA,0.13020328696884345,LoS,0
1x8,563.0559724859211,rural,-12.963484687070718,11.19539494789352,14.51956769310367,8,9,97.28535003609403,CMA-ES,1.0420491354020276,NLoS,0
4x32,349.73567964093166,urban,-28.411606939402034,34.09462355723121,22.789368789842076,3,1,166.7739109932753,SA,0.951919227377368,LoS,1
4x32,731.8817526739535,rural,-20.09381632958985,5.750123385517764,19.140046187538815,7,9,184.8341396253403,SA,1.0052095926409435,LoS,0
1x8,655.7687321060203,suburban,-5.904558470295488,28.57346451181263,18.002909345691183,4,6,17.600840222489147,SA,0.4056002456790381,LoS,1
1x8,847.1483193600078,urban,-16.525478138746987,14.64109867222611,21.857040097844433,5,4,151.37644187099298,CMA-ES-SA,0.4174042841197899,LoS,0
4x32,695.567898402533,suburban,-22.803012416628885,6.12463870608978,19.825352569800014,4,5,16.68050350190001,CMA-ES-SA,0.7028989150433543,NLoS,0
2x16,435.63176661624664,urban,-26.993225921784827,32.53407620628751,16.069684171031216,9,7,94.56837050578349,CMA-ES,0.2342009298937389,NLoS,1
1x8,676.236956170488,suburban,-12.411791495461738,9.189269906287509,21.181225755305032,7,4,97.70461118655079,CMA-ES-SA,0.20445849262651627,LoS,0
2x16,282.62736251286435,rural,-13.87859891425683,21.553378511770863,23.38997153101389,4,8,142.28149552975574,CMA-ES-SA,0.22370323488053606,NLoS,1
2x16,313.2503637904305,suburban,-20.651532159905635,13.221626222886433,10.533863171737085,8,3,76.95662665817993,CMA-ES,0.9021708398287608,LoS,0
2x16,791.0953083215854,urban,-6.226466203354143,6.9557840655407315,19.31743457815351,2,2,165.97125428046155,CMA-ES,0.6568385996570512,LoS,0
1x8,451.95532123756635,suburban,-29.444929675303744,6.497674569901372,11.153665691670875,7,1,75.14417100971386,SA,0.511063492920183,NLoS,0
2x16,800.396537113169,urban,-22.406903709204354,8.466700965090164,13.728108281362221,1,6,75.07839878488261,SA,0.5421471315118278,NLoS,0
1x8,824.1981499315956,suburban,-6.973262842510465,7.141010416681402,21.21017468155946,8,2,52.32452685514293,CMA-ES,0.39019662818870315,NLoS,0
2x16,858.9867142846709,rural,-21.976614042013992,27.81674346559769,27.323778305311613,6,8,139.9351095892361,SA,0.6761074694507088,NLoS,1
4x32,917.4688834827953,rural,-23.693679153620742,19.566986068502874,27.656113583769695,5,4,24.551573209241365,SA,0.38428129687995427,LoS,0
4x32,436.6753683081633,suburban,-16.644489751718815,15.28676274046939,11.398880202772625,9,9,78.98046631810583,SA,1.0772644592190654,LoS,0
1x8,325.67815013792745,suburban,-9.404956251986551,17.551067303960217,18.38210172573413,9,4,60.70924176841692,CMA-ES,0.27350551771551057,LoS,0
4x32,586.3767591281727,suburban,-27.421330978040974,32.8684020671787,21.660129660091023,3,4,53.57377066926889,CMA-ES-SA,1.427538918413185,NLoS,1
4x32,377.4606992032513,urban,-6.424482258856596,32.32255438214442,12.941398091006867,9,8,21.58683026304883,CMA-ES-SA,0.22574651617819508,NLoS,1
2x16,605.0634251322306,suburban,-10.123177970470898,26.470294403677308,25.308644334895433,9,8,46.17279198771336,CMA-ES,1.4208449999918265,LoS,1
1x8,708.5300040173863,suburban,-25.468743611211202,31.54047132265063,24.884705168744777,2,5,94.78643793775328,CMA-ES,1.2666129601285694,NLoS,1
2x16,691.5209683072155,urban,-12.199800970045935,14.589440827628744,28.066820274135893,5,3,105.71087650079775,SA,1.0529969688587324,LoS,0
2x16,380.80735814992016,rural,-20.37603193406107,16.433279780248483,10.16972024166886,2,2,61.20588802006074,CMA-ES,1.3772223177916771,LoS,0
2x16,175.1915996817653,suburban,-19.942633048092034,23.411365455626843,14.333684879780053,1,9,133.54626660864773,CMA-ES,0.2949063109243276,LoS,1
2x16,436.22404507758546,suburban,-10.417747689028339,23.708778418917927,26.543734284906435,7,9,73.80073415482518,CMA-ES,0.34684068386168143,NLoS,1
2x16,151.16820264108964,rural,-5.930379800481695,19.450995140370228,23.411601016538707,4,5,79.77670926742782,CMA-ES,0.4530136288823421,NLoS,0
2x16,891.1960648319703,rural,-26.83360317882015,17.019735453138598,27.887797073969814,5,8,158.6986234830104,SA,0.44273613747224727,LoS,0
2x16,352.4186861304788,urban,-19.484244078029516,34.58540934826085,11.14359309060533,4,7,114.8736770707314,SA,0.5351875792980242,NLoS,1
1x8,162.91514975109055,suburban,-17.97645979789241,29.63370878353173,21.939279314328857,6,3,191.10322172686463,CMA-ES,0.9058832575823306,NLoS,1
4x32,35.19328230669337,suburban,-20.59220457612506,18.049405936641357,21.380931497873483,2,5,78.26722824037626,CMA-ES,0.13944165582714646,NLoS,0
2x16,649.3641624236194,urban,-20.920271907094374,26.818774317187053,10.713488327210648,8,9,167.28969423893665,CMA-ES-SA,0.6351816330559661,LoS,1
2x16,640.5332942801958,rural,-28.693283310960087,13.086850797573785,20.27044153824967,4,4,150.28413180347533,CMA-ES-SA,0.4449391790496351,NLoS,0
2x16,347.19812491547873,urban,-12.861534485934417,8.005079787119897,22.190406226198483,8,3,179.13589621396005,CMA-ES,0.9492817872738107,NLoS,0
2x16,80.99476995917449,rural,-19.094639571998865,15.57293076658222,13.825863484042145,3,7,191.7903608553854,CMA-ES-SA,1.47923706347215,NLoS,0
2x16,415.5326059462797,urban,-25.13015493390183,17.089184003701824,15.466591662493258,5,8,11.458538434595994,CMA-ES-SA,0.8247164570567216,LoS,0
2x16,318.10532011275967,rural,-9.59916244244829,5.496113736820124,22.80694692595474,3,5,26.776572094828058,SA,0.6959593347658073,LoS,0
4x32,680.3494333376592,urban,-9.935981296209302,29.443760049076882,19.366018951999166,7,8,138.1243760332266,SA,0.6155409632031625,LoS,1
4x32,609.7214569581635,rural,-17.840209297777655,15.775802071675445,27.160273151366535,3,5,84.13797334235518,SA,1.1989289064318007,NLoS,0
2x16,370.9477909155646,rural,-22.53873347130599,22.41254497340441,16.847635320183766,8,9,165.63376933112184,CMA-ES-SA,0.20077330431101773,LoS,1
4x32,225.7136287124402,rural,-14.04768185508869,7.218895618128679,15.333193167764023,9,7,12.276167636553538,CMA-ES,1.44367872024417,NLoS,0
1x8,988.155606494036,rural,-22.796196605564923,10.24990486251752,29.697318806896856,2,5,163.32570656932177,SA,0.6850850403832638,LoS,0
2x16,459.4616049841537,rural,-24.0998017419072,31.6908117598268,28.22271540260167,3,9,35.69597967769393,CMA-ES-SA,0.5391810161551581,NLoS,1
1x8,691.3914934224347,suburban,-11.737133649341835,23.260625836484024,10.579854899979598,7,5,65.1473183528993,CMA-ES,1.4636953629595817,LoS,1
1x8,149.14743790257717,rural,-28.99186900697623,33.508521505114565,25.41457230613132,5,8,194.12485804954338,SA,1.41023040854048,LoS,1
2x16,490.73380266280384,suburban,-27.630788224135152,34.96250103173951,12.20669547650406,7,4,19.803641574151943,CMA-ES-SA,0.9987077956720093,NLoS,1
4x32,37.26135267077083,rural,-29.830295649410257,16.155803459992832,10.549703896587419,2,9,76.31771636600804,SA,0.12591032479056186,LoS,0
1x8,510.40056673134546,suburban,-26.176420338114347,13.964091922498238,15.473910319326977,4,6,26.06046737226623,CMA-ES-SA,1.1479489666892007,NLoS,0
2x16,964.3772330465254,suburban,-28.275249782238514,30.7506816547729,15.386917581222086,1,6,172.18483714253995,SA,0.5697803600588018,NLoS,1
1x8,390.36464585594223,urban,-5.104940805502036,34.95834281112363,26.386375246939295,5,3,143.57306328211038,CMA-ES-SA,0.6435923231959655,NLoS,1
1x8,48.60605244916247,rural,-22.77975075114776,23.88923702697372,24.213344918856702,8,3,162.06410368498857,CMA-ES,0.322238980568344,NLoS,1
1x8,40.6462330101501,urban,-26.26829968326882,28.85422167534567,29.632188546640286,1,4,110.18310723477482,SA,0.832841317410859,NLoS,1
1x8,394.1068923474008,urban,-23.975093550102052,28.452375764458235,24.23025800623637,7,1,77.96680373757954,SA,1.1423736346852729,NLoS,1
4x32,168.42468709856212,rural,-6.596860711496635,15.66019124658641,18.365111065120956,7,6,10.431987724973952,CMA-ES-SA,0.48221556533029575,LoS,0
1x8,33.11857536490405,urban,-16.99599442439011,22.228111407712618,23.978553218904338,7,1,62.8061892881537,CMA-ES,1.4142260712607253,LoS,1
1x8,758.651477810675,rural,-20.879547592303577,29.991708237926407,29.989181343728042,1,4,107.76517388556178,CMA-ES,0.37263159840413607,LoS,1
1x8,463.9377787930718,urban,-8.165213552269517,25.643416287831663,24.20283765125056,3,7,136.22878693045587,SA,0.1927672768322067,LoS,1
4x32,296.352324252928,rural,-20.125243236274187,5.634914419461148,25.233627119606368,2,6,53.49811007716378,CMA-ES-SA,1.0021094226898613,LoS,0
1x8,901.0823511863159,rural,-21.624785751057605,15.101170066926006,28.767300303805186,5,8,36.39116079474551,SA,1.2890462246320655,LoS,0
1x8,124.97757059852036,rural,-24.81793693625661,9.33427089783816,12.273025226233667,2,4,48.306823785675576,CMA-ES-SA,1.434386003030517,NLoS,0
4x32,956.359640665766,suburban,-20.555079402264713,11.989166362341173,24.095685868954536,5,9,77.2744498213128,CMA-ES,1.1740394147231263,NLoS,0
4x32,320.8270502035793,urban,-22.082891099576848,32.16468432473977,27.01611915934898,5,8,38.19187532828049,SA,0.3795100161085012,NLoS,1
4x32,889.5196355855944,suburban,-13.067401017546473,6.106798667323044,29.08757200441786,4,5,39.795293540011215,CMA-ES-SA,1.4687256587252224,LoS,0
1x8,606.913447714667,urban,-22.760432383231823,11.594021358857713,14.219385794233988,7,6,18.312823001283512,CMA-ES,1.3872102264403798,NLoS,0
4x32,828.4402861440726,urban,-15.570006339435963,14.287080567146944,20.078580154484882,6,5,172.77778692734603,CMA-ES-SA,0.3284343918674264,NLoS,0
4x32,984.1730315783597,urban,-28.352695874200684,23.506522158991846,23.611096952889636,2,6,51.75413857154106,SA,0.8823001576814541,NLoS,1
1x8,295.5213834405583,suburban,-25.21777108258714,21.023050702575965,14.949354590026749,4,1,166.16146342164456,CMA-ES-SA,0.8777243963033703,NLoS,1
4x32,961.524130553517,urban,-19.81486820971628,11.548084485601583,22.00945726500548,7,4,93.27878336607533,SA,0.7195486893812592,LoS,0
1x8,395.58707595339615,suburban,-6.576268652282614,9.927232016694633,15.151575649959987,9,9,130.16318479558572,CMA-ES,1.4779938623635642,NLoS,0
2x16,391.6567856895531,rural,-20.568700357107616,12.103941037883565,16.669140410632945,9,4,24.38340587005711,CMA-ES-SA,0.18347113205230967,NLoS,0
4x32,346.9832332119606,urban,-13.398146970004149,20.075888801049665,18.830373930217302,3,2,120.88029476823509,CMA-ES,0.9780924718210184,NLoS,1
2x16,545.9935312741094,urban,-23.622819439465047,13.135333571336103,20.58380197493134,1,6,65.09912660292733,CMA-ES,0.38742507175033414,LoS,0
1x8,162.60359274670222,rural,-26.824160600669206,33.42807504823166,18.987317432503012,9,2,28.08989109872719,SA,0.8382636866233434,LoS,1
4x32,558.1743705044311,rural,-28.536584997998748,18.915956642865424,19.863910395758584,8,3,182.56417427188876,SA,1.1916370805025263,NLoS,0
1x8,546.287764285904,urban,-22.364662536431215,6.763880496339112,15.971775125765852,7,7,124.68932804640326,CMA-ES,0.44541752443596483,NLoS,0
2x16,764.2827944788213,rural,-26.058474330077303,26.877992175099003,13.179301880452613,6,4,55.9244491763636,SA,0.6507033650764079,LoS,1
1x8,835.3134623182098,suburban,-25.649738799596896,14.865358646269689,10.946999546536789,7,1,89.73312203725733,CMA-ES,1.4310753039925588,LoS,0
4x32,446.0369368092998,suburban,-10.98101729032625,24.604667961747428,13.919574449833354,9,9,77.811025475144,SA,1.1660730328084334,NLoS,1
4x32,309.3099168579788,urban,-29.604048226378143,13.38783111569696,21.63887283011566,6,6,143.11013651298606,SA,0.9018124583165698,LoS,0
2x16,266.7415483439235,suburban,-16.054746856614138,22.122312251999595,25.722308956062648,3,9,125.41230344522387,CMA-ES-SA,0.41079634292940337,LoS,1
1x8,202.6775983378232,suburban,-20.51346548516338,28.16457514422394,13.384951948857891,3,3,13.758613451758494,CMA-ES-SA,0.6954276124686163,LoS,1
4x32,67.07110637703462,urban,-17.33625000228632,32.84026225323662,12.171107155452969,4,5,47.58712802488796,SA,1.1836858466698919,NLoS,1
2x16,349.0234990463662,rural,-15.929244069634928,12.833814332992311,24.985807210985005,8,9,100.8443147257637,CMA-ES,1.2487603093539668,LoS,0
4x32,277.54521520947543,urban,-22.165807638568047,15.045708529969435,16.103166610745795,9,6,94.64230052822022,CMA-ES,0.44244867739935845,LoS,0
4x32,966.7532120077433,suburban,-22.62227849539287,18.92799260857819,29.02998878454705,8,2,108.1682275692708,CMA-ES,1.0268842945838268,NLoS,0
1x8,562.1317379875435,urban,-11.664953766627356,32.81524513207967,24.28635941220746,2,1,145.8140583281998,SA,0.23300418897275987,NLoS,1
4x32,353.80426864020245,urban,-8.218075296971072,32.041605704319714,16.535120944860616,4,9,139.58170971466313,SA,0.1324972304306502,NLoS,1
1x8,584.662924983759,suburban,-25.185459188536804,7.696348403019141,15.7908549558741,4,1,80.83455020697838,CMA-ES,0.8681434928062297,LoS,0
4x32,147.80473433223855,suburban,-27.559530986621276,8.957894772614326,20.47396772542618,2,5,176.7405093083331,CMA-ES-SA,0.4141317959926002,LoS,0
2x16,449.6033117101809,urban,-7.555104840199352,19.86527531991915,11.582893365564189,8,1,21.95718838521856,CMA-ES-SA,0.210476843738986,NLoS,0
4x32,629.9719782068532,suburban,-21.252613408815034,8.198578184162706,12.35353025290598,3,5,121.05688007122802,CMA-ES,1.121759638053322,NLoS,0
1x8,494.00885347452686,suburban,-16.217065233429647,15.367426200460924,13.51715762632385,2,5,190.44024358821065,SA,0.797164423710503,NLoS,0
1x8,407.761012647781,suburban,-21.011421386999913,9.451561346524329,25.494471866091203,7,7,114.32547318681104,SA,1.2147878153418308,NLoS,0
2x16,993.9099050107012,suburban,-26.854941591348716,24.081210653956575,20.27714718538245,1,7,96.47019715444263,CMA-ES,1.0295219355527796,NLoS,1
4x32,881.5116145274377,suburban,-15.266708876306799,33.48486295217485,10.21134245548886,6,1,35.44434185232065,CMA-ES-SA,1.121726915881686,LoS,1
4x32,627.1718985778457,suburban,-16.87147870575926,34.90201310883144,23.47033054944218,3,9,163.93592810160615,CMA-ES,0.5303048138142598,LoS,1
2x16,573.68358757046,rural,-24.92516102022007,16.257233974907443,18.473803573209942,3,1,81.02102910777329,CMA-ES,0.46858615595653086,NLoS,0
4x32,624.4538750263382,urban,-18.703273883693054,22.97037911343837,20.217047299275958,5,5,143.23672280209072,CMA-ES,0.9412248489333657,LoS,1
4x32,209.29898674420892,suburban,-10.076312399608852,30.688029605722438,14.282324868258712,3,7,47.53390727734084,CMA-ES-SA,0.38011499655731806,NLoS,1
1x8,401.1863658316754,urban,-15.239347422302716,8.52386218389152,21.035644567882073,4,8,17.954008557108324,CMA-ES,1.2415769618848296,LoS,0
4x32,49.06493756199033,rural,-27.57706682332513,25.68693233155895,29.58306479502977,3,2,68.03881598032011,CMA-ES-SA,0.8320882365639339,LoS,1
4x32,480.7905771119584,suburban,-16.299462569271626,17.265309851752047,11.468893820115229,7,1,63.46863367680926,SA,0.4177859052868653,NLoS,0
2x16,547.5943381180865,urban,-12.431542517760327,11.184384808404921,15.678347993288613,3,4,175.9602981701821,CMA-ES-SA,0.9752355252618717,NLoS,0
2x16,235.4722387421775,suburban,-10.182414855481216,17.08260856242326,14.859951857216595,4,4,174.28801793110324,CMA-ES-SA,1.423050029117065,NLoS,0
1x8,964.3885586938586,suburban,-14.27206053414333,7.2788086089475055,14.970986215023592,2,6,111.43990229426232,CMA-ES,0.21493261722708373,NLoS,0
4x32,910.3600648278696,suburban,-26.183545886480406,25.862214457679173,17.574127151307547,2,1,13.609799658716787,SA,0.2530832902389041,LoS,1
4x32,724.9218031013468,suburban,-12.245668335245984,12.582280062453592,26.36219569488335,9,1,53.38168595489045,CMA-ES,1.281374805608676,LoS,0
4x32,538.0527624777089,suburban,-13.06645384796209,14.34216935134634,28.25717379928775,1,3,131.4123929005523,CMA-ES-SA,0.253431284393623,NLoS,0
1x8,871.2694680512082,suburban,-29.38932792648417,8.632438947243882,14.044301749179466,1,5,29.267596271769836,CMA-ES-SA,0.15512551709418293,LoS,0
1x8,139.34582038522828,suburban,-19.70630831024392,30.939773416696752,20.858998758962255,1,6,143.11823029669495,CMA-ES,0.587102813465062,NLoS,1
2x16,792.6046963321361,rural,-21.676243825940666,19.803328378482156,22.737979443309605,3,5,12.27282996216126,SA,0.7533882388902365,NLoS,0
1x8,133.5726058271798,rural,-13.264698393658914,22.16440633359201,20.4365494872769,2,5,139.68198732016137,CMA-ES-SA,0.8972222113669657,NLoS,1
4x32,796.2685559239113,suburban,-24.596604692226983,22.08298049284564,18.681527883938394,3,9,170.46245614328208,CMA-ES-SA,0.8102203255899497,NLoS,1
4x32,283.0098925688434,suburban,-15.228201925643537,17.31479343624025,13.839510117184757,5,2,99.15136673276209,CMA-ES-SA,1.3784583877213588,NLoS,0
1x8,878.3196752080071,rural,-7.1698509546456926,10.775897463144183,19.76438718398477,9,1,167.52538812090717,SA,1.1761353405482924,LoS,0
4x32,944.6016728871439,rural,-10.054940694784808,27.353982454952,18.024296554226577,2,6,158.49026931633523,CMA-ES,1.4773343582063951,LoS,1
4x32,157.30800971106447,rural,-6.963556594586741,8.81168796073023,25.91126725004539,1,9,137.56963853185863,SA,0.7670375925154511,LoS,0
1x8,468.0488490147396,suburban,-5.537350826682751,8.116213708364315,25.272087183259906,6,7,94.57836346558838,SA,0.21806145377485048,NLoS,0
1x8,981.1775043810583,urban,-29.73324682484593,26.304351127895103,12.679973624113414,3,8,61.66176843628383,CMA-ES-SA,1.4377429001200244,NLoS,1
4x32,488.57336161341516,urban,-14.431468090563062,11.265110613559514,11.770381051261351,7,5,173.56415281208504,SA,0.1057584262247363,LoS,0
4x32,864.9120472893997,urban,-19.67901505602734,14.20318254058497,28.16307886455006,6,4,133.23217213596018,CMA-ES-SA,1.1865344193746676,LoS,0
4x32,592.8442069100066,urban,-8.503637741621958,19.256824010052206,20.710167779289954,7,6,161.62319869760947,SA,0.14379484308035123,NLoS,0
2x16,381.5766088404058,suburban,-23.704632449771708,18.480539501886387,27.156018745651814,5,3,114.87371626848946,SA,1.1656998669122938,LoS,0
2x16,292.9257199706115,urban,-5.474262772123097,26.257373751949977,11.163022411328022,1,1,42.65462255384569,CMA-ES,1.413114515787276,NLoS,1
2x16,211.1908601752264,rural,-14.657300761406319,23.70295380330083,20.530312330432604,3,4,196.0932085075719,SA,0.6449644162634655,NLoS,1
1x8,764.1802094639203,rural,-10.161564944279228,24.331884868455973,20.78853029152473,3,9,44.720362776951106,CMA-ES,0.4373507917076047,NLoS,1
2x16,392.6751017547976,urban,-27.860011179430792,26.42162991966372,27.214040650843,7,4,183.13588519473163,CMA-ES-SA,0.4167908135165631,LoS,1
1x8,516.1627075787437,rural,-25.413552881028373,13.77838182270396,11.95219996459415,3,1,49.54634274854506,CMA-ES-SA,0.7884047018102847,NLoS,0
1x8,497.4022252011701,suburban,-11.03990817414492,14.669999354014209,14.808911273518186,5,4,81.01239393182281,CMA-ES,0.33924185005950813,NLoS,0
2x16,581.5062389407999,urban,-29.45033694901691,18.139932436866623,18.130766277740264,4,7,93.61585446211106,CMA-ES-SA,1.0420930829235968,LoS,0
2x16,866.9213741683067,urban,-9.578050352655431,14.223865191005782,27.316829508398843,4,3,185.0614380103476,CMA-ES-SA,0.6156933004837248,NLoS,0
2x16,980.9319501475951,suburban,-29.651274532702214,34.5481360691259,28.77766630141134,7,6,178.75772847348205,SA,0.5523532893645626,NLoS,1
4x32,413.50836648807876,rural,-13.572029023468168,29.42155779264289,29.854492391872558,1,1,166.41198581096285,CMA-ES,0.7457998067590398,LoS,1
2x16,829.2437328852401,suburban,-20.87265199420485,9.939640647680887,29.183869729170432,7,4,81.56827802418951,CMA-ES-SA,0.8596225034156525,LoS,0
4x32,766.8825167081704,suburban,-14.712628682020021,5.167824676456085,10.118835116887087,8,3,10.85371689749483,CMA-ES,0.29870236716231413,NLoS,0
1x8,577.7936619410175,rural,-12.599214825272156,6.2834980474180355,10.95416682907744,3,1,139.50083082042866,SA,1.0908687093155807,LoS,0
4x32,956.4866721758137,suburban,-21.438119520342397,12.321903531287758,12.952136383151773,3,3,88.08122854838872,CMA-ES-SA,1.3361259398674565,LoS,0
2x16,208.46977037311876,rural,-27.30093879722911,8.428738575105697,16.977241935405463,4,4,153.84105663911276,CMA-ES-SA,0.4891816826816544,NLoS,0
1x8,118.1715682065252,rural,-28.25885330629336,21.000143446777162,26.598360619739175,6,5,161.02188875587453,CMA-ES,0.3525472625612788,NLoS,1
1x8,855.4223472858679,suburban,-15.276599435936303,30.739856681820758,27.85312390670961,7,6,93.5474465543106,CMA-ES-SA,1.164707593206689,NLoS,1
1x8,444.75831846741085,rural,-16.983616156647212,27.10250662739682,13.73668812589166,1,2,152.1394874102202,CMA-ES,0.35695841327190925,NLoS,1
4x32,848.4991656649898,suburban,-11.444974771971687,11.468271892465712,22.393283032394173,4,2,169.58808329873872,CMA-ES-SA,0.15775722450813928,NLoS,0
2x16,894.1593031434608,rural,-17.256612249901572,16.978977680773575,28.347239701305533,7,6,186.41046500428502,SA,0.9669405085358904,NLoS,0
1x8,71.83301768288072,urban,-19.43885524922802,20.236826285938328,19.274634718626416,2,5,120.66651317298492,SA,0.4356519828274903,LoS,1
1x8,884.6301153562001,rural,-20.04782054409423,29.306175485100066,12.07087143905568,1,1,157.9109661213777,CMA-ES,0.34053457249998353,NLoS,1
